url,title,text,topic,tags,date
https://lenta.ru/news/2005/06/27/games2008/,В Китае утвержден девиз Олимпиады-2008,"Организационный комитет по проведению Олимпийских игр-2008 в столице Китая утвердил слоган ""Одна планета, одна мечта"" в качестве официального девиза, сообщает ИТАР-ТАСС. Глава оргкомитета Игр-2008 Лю Чи заявил, что ""эти слова воплощают в себе чаяния китайского народа на мир во всем мире и счастливое будущее для следующих поколений"". Девиз Олимпиады-2008 был объявлен министром правительства КНР во время праздника на стадионе Пекина, транслировавшегося китайским телевидением в прямом эфире. Церемония, на которой присутствовало более 6 тысяч гостей, прошла с большим размахом, а China Mobile, крупнейший оператор сотовой связи Китая, послал всем своим абонентам олимпийский девиз сразу после его объявления в виде sms-сообщения, сообщает официальный сайт Игр-2008. Как отметил в своем приветственном письме президент МОК Жак Рогге, девиз Олимпиады-2008 ""подхватил олимпийский дух, ведь Олимпиада способна через спорт продвигать и мир и согласие во всем мире"". Напомним, что оргкомитет Олимпиады в Пекине 1 января 2005 года объявил о начале конкурса на лозунг Игр. К крайнему сроку 31 января оргкомитетом было получено около 210 тысяч вариантов девиза, причем в конкурсе приняли участие не только граждане Китая, но и граждане многих других стран. По истечении крайнего срока конкурса оргкомитет пригласил на исследование вариантов специалистов по социологии, спорту, культуре и лингвистике, которые должны были дать оценку присланным девизам и сделать свой выбор. По мнению представителей оргкомитета, выбранный лозунг в полной мере подходит для Олимпиады именно в китайской столице, так же как лозунг ""Добро пожаловать домой!"" подходил для Игр в Афинах.",Спорт,Все,2005/06/27
https://lenta.ru/news/2010/10/15/beckham/,Бекхэм отказался от прощального матча за сборную Англии,"Дэвид Бекхэм отказался от прощального матча за сборную Англии, которым мог стать товарищеский матч с французами. Бекхэм сообщил главному тренеру национальной команды Фабио Капелло, что он хочет получать приглашения в сборную в тех случаях, когда он заслуживает этого своей игрой, и не собирается завершать международную карьеру. Об этом пишет британское издание The Daily Telegraph. В августе 2010 года Капелло заявил, что Бекхэм слишком стар для того, чтобы выступать за национальную команду, и у него ""нет будущего"" в сборной. Сам футболист неоднократно говорил, что он надеется вернуться в состав сборной. 35-летний Бекхэм провел за национальную команду 115 матчей. Полузащитник надеялся попасть в состав сборной Англии на чемпионате мира 2010 года, но получил серьезную травму, из-за которой лишился шансов сыграть на ЧМ-2010. Товарищеский матч Англия - Франция пройдет 17 ноября 2010 года. Эта встреча состоится в Лондоне на стадионе ""Уэмбли"".",Спорт,Все,2010/10/15
https://lenta.ru/news/2016/01/26/sheihsalman/,Кандидат в президенты ФИФА передумал отбирать у России ЧМ-2018,"Кандидат в президенты Международной федерации футбола (ФИФА) шейх Салман бин Ибрагим аль-Халифа заявил, что чемпионат мира в 2018 году обязательно должен пройти в России. Об этом во вторник, 26 января, сообщает «Р-Спорт». «Я уверен, что чемпионат мира состоится в вашей стране. И в том случае, если я буду избран президентом, сделаю все, чтобы так и случилось. Я знаю о невероятном прогрессе, уже продемонстрированном Россией при подготовке к чемпионату мира», — сказал шейх. Кандидат в президенты ФИФА из Бахрейна также посоветовал всем, кто постоянно говорит о проблеме расизма в России, обращать внимание прежде всего на свои страны. 12 января шейх Салман, занимающий пост президента Азиатской футбольной конфедерации (АФК), заявил о готовности пересмотреть результаты заявочных кампаний чемпионатов мира 2018 и 2022 годов в России и Катаре соответственно в случае, если он будет избран главой ФИФА. Выборы нового президента организации состоятся 26 февраля 2016 года. На пост, кроме шейха Салмана, претендуют бывший заместитель генерального секретаря ФИФА француз Жером Шампань, принц Иордании Али бин Аль-Хусейн, южноафриканец Токио Сексвале и генеральный секретарь Союза европейских футбольных ассоциаций (УЕФА) Джанни Инфантино.",Спорт,Футбол,2016/01/26
https://lenta.ru/news/2014/03/04/kuznetsov/,СМИ сообщили об отъезде Евгения Кузнецова в НХЛ,"Нападающий челябинского «Трактора» Евгений Кузнецов после завершения регулярного чемпионата КХЛ присоединится к клубу НХЛ «Вашингтон Кэпиталс». Об этом сообщает агентство «Р-Спорт» со ссылкой на собственные источники. Россиянин не намерен участвовать в Кубке Надежды — турнире, в котором участвуют клубы, не попавшие в плей-офф. Источник «Р-Спорт» сообщил, что Кузнецов уже приобрел билеты в США. Агент хоккеиста Валерий Гущин заявил, что говорить о переходе Кузнецова в клуб НХЛ пока преждевременно. «Находясь на контракте в Челябинске, Кузнецов не может улететь в ""Вашингтон"". Рано говорить и о том, что Евгений будет играть за ""Вашингтон"" уже в этом сезоне», — приводит словам агента «Р-Спорт». 4 марта «Трактор» проведет заключительный матч регулярного первенства с казанским «Ак Барсом». На эту встречу 21-летний Кузнецов выйдет с капитанской повязкой. В борьбе за попадание в Кубок Гагарина челябинцы уступили «Адмиралу» из Владивостока. Кузнецов начал заниматься хоккеем в школе «Трактора». За основу форвард дебютировал в сезоне-2009/10. В 2012 году хоккеист со сборной России выиграл чемпионат мира. В 2010 году россиянин был выбран «Вашингтоном» на драфте НХЛ. Однако Кузнецов отказывался играть в НХЛ, поскольку, по его мнению, из «Трактора» ему было бы легче пробиться в состав на домашнюю Олимпиаду. В итоге в Сочи Кузнецов не сыграл.",Спорт,Летние виды,2014/03/04
https://lenta.ru/news/2007/10/29/fifa/,ФИФА отменила континентальную ротацию чемпионатов мира,"Международная федерация футбольных ассоциаций (ФИФА) отказалась от принципа континентальной ротации, использовавшегося для определения стран, принимающих чемпионаты мира. Таким образом, на первенство планеты 2018 года смогут претендовать не только страны Северной и Центральной Америки, сообщает Reuters. Принцип ротации континентов был введен несколько лет назад, но теперь он признан малоэффективным. В соответствии с этим порядком чемпионат мира 2010 года получила африканская страна (ЮАР), а ЧМ-2014 должен пройти в Южной Америке. Единственным претендентом на проведение турнира оказалась Бразилия, но ФИФА считает, что и эта страна столкнется с многочисленными трудностями. Чемпионат мира 2018 года должен был пройти в Северной или Центральной Америке, но теперь на него могут претендовать любые страны, кроме азиатских и африканских. В этой связи Ассоциация футбола Англии (FA) уже объявила о том, что она подаст заявку на проведение ЧМ-2018. Отметим, что решение об отмене принципа ротации континентов было принято на исполнительном комитете ФИФА единогласно.",Спорт,Все,2007/10/29
https://lenta.ru/news/2006/06/13/bluraydelay/,Sony в очередной раз задерживает выпуск плееров Blu-ray,"Компания Sony, разработчик нового формата оптических дисков Blu-ray, объявила об отсрочке выпуска своего первого Blu-ray-плеера. По новым данным, устройства воспроизведения Blu-ray производства Sony появятся на рынке не раньше августа 2006 года, сообщает британский сайт Pocket-Lint. Очередной датой выпуска Blu-ray-плеера от Sony BDP-S1 было названо15 августа 2006 года. Ранее в Sony заявляли, что этот плеер должен поступить в продажу 23 мая 2006 года, затем дату появления Blu-ray на рынке перенесли на  20 июня 2006 года, а на ряде интернет магазинов предварительная продажа BDP-S1 началась еще в середине марта 2006 года. Единственное, что остается неизменным в этих анонсах - это цена плеера BDP-S1, которая составит около 1000 долларов. Основной конкурент Blu-ray на рынке оптических носителей нового поколения, HD-DVD, находится в открытой продаже уже на протяжении 3 месяцев. По мнению экспертов, в 2006 году победу на рынке одержит именно разработанный Toshiba формат HD-DVD. Детище Sony Blu-ray может претендовать на победу в новой войне форматов не ранее ноября 2006 года, когда в продажу поступит новая игровая систему от SCE PlayStation 3, которая будет работать именно с носителями Blu-ray.",Наука и техника,Все,2006/06/13
https://lenta.ru/news/2016/02/18/france/,Показано видео падения метеорита на горнолыжный курорт,"В интернете появилась видеозапись падения метеорита, сделанная зрителем матча по снежному регби. Инцидент произошел в районе горнолыжного курорта, располагающегося неподалеку от французского городка Вальморель. Отмечается, что многие жители юго-востока Франции наблюдали подобные явления, причиной которым послужил метеоритный дождь.",Наука и техника,Наука,2016/02/18
https://lenta.ru/news/2017/04/17/koteiko/,Эволюцию домашних кошек показали в рисунках,"YouTube-канал MinuteEarth представил рисованный видеоролик, в котором рассказывается об эволюции домашних кошек. На это обратило внимание издание Gizmodo. Как сообщается в ролике, предок всех кошек жил 11 миллионов лет назад в Азии. Его расселение по евразийскому и другим континентам привело к появлению тигров, львов, пум и менее крупных животных. Небольшие дикие кошки стали жить рядом с людьми. Когда человек научился заготавливать зерно, они помогали ему бороться с грызунами. При этом кошки оказались более успешными хищниками, чем плотоядные птицы или даже собаки. Одомашненные хищники лучше переваривали пищу, чем их дикие сородичи, что позволяло им добывать пропитание также в бытовых отходах. По словам авторов ролика, обнаружение совместных захоронений детей и кошек на острове Кипр говорит о том, что люди начали привязываться к этим животным как минимум 9,5 тысячи лет назад. Изменения в ДНК сделали их более дружелюбными.",Наука и техника,Наука,2017/04/17
https://lenta.ru/news/2010/03/03/955u/,"Четвертую АПЛ проекта ""Борей"" построят модернизированной","Четвертый подводный атомный крейсер проекта 955/955А ""Борей"" будет построен в новой модификации - 955У, сообщает РИА Новости со ссылкой на представителя военно-промышленного комплекса России. На новой подлодке будут использованы новые технические решения, подробности которых не раскрываются. Сейчас на северодвинском ""Севмашпредприятии"" в различной степени готовности находятся четыре подлодки проекта ""Борей"" - ""Юрий Долгорукий"", ""Александр Невский"", ""Владимир Мономах"" и ""Святитель Николай"". Официальной закладки последней пока не состоялось, однако в начале февраля 2010 года сообщалось, что работы по строительству АПЛ уже начались. Как ожидается, подлодки проекта ""Борей"" смогут развивать скорость до 26 узлов. Их водоизмещение составит 17 тысяч тонн. На каждом из подводных стратегических крейсеров будет установлено 16-20 пусковых установок для ракет ""Булава"" - основного вооружения АПЛ. Ранее заместитель министра обороны России генерал-полковник Владимир Поповкин заявил, что из-за серии неудачных запусков ""Булавы"" разработка ""Борея"" будет замедлена. Изначально предполагалось, что к 2015 году будет построено восемь АПЛ проекта 955/955А. Новые сроки завершения строительства указанного числа АПЛ пока не называются. 24 февраля текущего года стало известно, что в 2010 году запуски межконтинентальной баллистической ракеты ""Булава"" будут производится с двух подводных лодок - ""Дмитрий Донской"" проекта 941УМ ""Акула"" и ""Юрий Долгорукий"" проекта ""Борей"". Запуск ракеты с борта крейсера проекта ""Борей"" будет произведен впервые. Как ожидается, испытания ""Булавы"" возобновятся летом 2010 года. В общей сложности было произведено 12 испытательных запусков ""Булавы"", только пять из которых были признаны успешными. Запуски производились с борта ""Дмитрия Донского"", у которого одна из ракетных шахт переоборудована под ""Булаву"". Последний неудачный пуск баллистической ракеты состоялся 9 декабря 2009 года.",Наука и техника,Все,2010/03/03
https://lenta.ru/news/2018/10/22/macular/,Назван способ избежать потери зрения,"Ученые Уэстмидского института медицинских исследований показали, что употребление овощей, богатых нитратами, например, свеклы и зеленых листьев салата, снижает риск развития ранней стадии дегенерации желтого пятна. Об этом сообщается в пресс-релизе на MedicalXpress. Дегенерация желтого пятна (макулодистрофия) — это возрастное заболевание, при котором ухудшается острота зрения. Оно является причиной около половины случаев слепоты у людей старше 55 лет. При этом происходит отмирание сосудов, питающих клетки сетчатки. В долговременном исследовании, которое продлилось 15 лет, приняли участие более двух тысяч человек старше 49 лет. Оказалось, что у тех, кто ежедневно потреблял 100-142 миллиграмма овощных нитратов, риск развития макулодистрофии был ниже на 35 процентов, чем у тех, кто потреблял дозу примерно вдвое меньше. Превышение же этого количества не имело никаких дополнительных преимуществ. Ранее, в августе, сообщалось, что ученые Университета Толидо в США выяснили, что голубой свет, который испускают экраны смартфонов ночью, вызывает потерю зрения из-за формирования токсичной формы ретинала — химического вещества, содержащегося в клетках сетчатки.",Наука и техника,Наука,2018/10/22
https://lenta.ru/news/2011/07/20/apple/,Apple отчиталась о рекордных продажах iPhone и iPad,"Компания Apple обновила собственные рекорды по квартальной прибыли и выручке, сообщает Associated Press. В третьем квартале финансового года, итоги которого компания обнародовала 19 июля, чистая прибыль Apple составила 7,31 миллиарда долларов, более чем в два раза превысив результаты, показанные за аналогичный период годом ранее. Выручка Apple в третьем квартале финансового года, который завершился в конце июня, составила 28,6 миллиарда долларов. По сравнению с аналогичным периодом прошлого года, выручка компании выросла на 82 процента. Аналитики ожидали, что выручка Apple за третий квартал, завершившийся в июне, составит лишь 24,8 миллиарда долларов. Рекордных показателей Apple удалось добиться за счет роста продаж телефонов iPhone и планшетов iPad. В третьем квартале компания продала 20,3 миллиона телефонов - на миллион больше, чем прогнозировали аналитики. Также лучше прогнозов оказались и продажи планшетов - 9,25 миллионов устройств за третий квартал. Всего с апреля 2010 года, когда планшеты от Apple впервые поступили в продажу, было продано 29 миллионов iPad первого и второго поколений. Другая продукция Apple таким спросом не пользовалась. Так, продажи компьютеров Mac выросли лишь на 14 процентов по сравнению с аналогичным периодом прошлого года - до 3,95 миллиона единиц. Квартальный прирост в сегменте этой продукции оказался самым низким за два года. Apple связывает замедление роста продаж компьютеров Mac с тем, что потребители переходят на планшеты iPad. Число проданных плееров iPod продолжило снижаться. В третьем квартале удалось продать 7,5 миллиона таких устройств, что на 20 процентов меньше, чем годом ранее. Во втором квартале Apple отчиталась о 9 миллионах проданных плееров. Associated Press отмечает, что третий квартал - первый полный отчетный период, проведенный Apple после того, как ее основатель, Стив Джобс, отошел от оперативного управления. Джобс в январе 2011 года объявил, что остается главой компании, однако контроль над ее оперативной деятельностью передается Тиму Куку.",Наука и техника,Все,2011/07/20
https://lenta.ru/news/2016/10/27/lithium_sulphur/,Решена главная проблема аккумуляторов нового поколения,"Исследователи из Кембриджского университета вместе с сотрудниками Пекинского технологического института разработали литий-серный аккумулятор нового поколения. В журнале Advanced Functional Materials говорится, что принцип работы аккумулятора напоминает функционирование тонкого кишечника человека. В новой разработке ученым удалось преодолеть главную проблему литий-серных аккумуляторов, которая заключалось в постепенной потере их емкости. Так, серосодержащий катод отделен от электролита специальной мембраной, которая по структуре напоминает волокна, находящиеся в тонкой кишке. Как и стенки тонкого кишечника, этот слой из волокон оксида цинка способен захватывать фрагменты активного вещества и присоединять их к проводящей решетке. Это позволяет повторно использовать материалы аккумулятора, которые были подвергнуты разрушению. Автор исследования Дэн Чжао утверждает, что удельная энергия литий-серной батареи превосходит в пять раз удельную энергию литий-ионной, которая используется в большинстве портативных устройств. Однако он добавил, что аккумулятор пока не способен пройти через большое количество циклов зарядки-разрядки.",Наука и техника,Техника,2016/10/27
https://lenta.ru/news/2006/09/28/halo/,Halo превратится в стратегию в реальном времени,"Вчера, 27 сентября 2006 года, выступая на конференции X06 в Барселоне, компания Microsoft объявила, что выпустит стратегию в реальном времени, действие которой будет разворачиваться во вселенной популярного трехмерного шутера Halo. Стратегия получила название Halo Wars, ее созданием займется разработчик Ensemble Studios, известный по франшизе Age of Empires. Действия в новой игре будут происходить еще до событий оригинальной Halo, то есть речь пойдет о самых первых столкновениях между земными войсками и альянсом инопланетных рас под названием The Covenant (2525 год по земному летоисчислению). Дату выхода Halo Wars пока не указывают, но Microsoft сообщает, что игра появится исключительно на консоли Xbox 360. Отметим, что в начале сентября 2006 года представители Microsoft попросили независимую компанию Slipstream Productions прекратить работу над Halogen, дополнительным модулем к стратегии Command & Conquer Generals: Zero Hour, основанным на событиях Halo.",Наука и техника,Все,2006/09/28
https://lenta.ru/news/2008/02/13/heat/,Британский Минздрав предсказывает гибель тысяч людей от глобального потепления,"Британское министерство здравоохранения распространило результаты исследования, в котором оценивались возможные последствия глобального потепления на здоровье жителей страны. Как сообщает Reuters, основным выводом доклада является предсказание гибели тысяч британцев от жары и загрязнения воздуха. По оценкам министерства, если потепление не остановить, то к 2017 году от жары в Великобритании умрут шесть тысяч человек. Еще тысячи человек могут стать жертвами других катаклизмов, связанных с потеплением, а также от последствий загрязнения воздуха. По оценкам специалистов, шанс гибели тысяч людей от летней жары к 2012 году вырастет до примерно 40 к 1, ""что очень много, когда речь идет о здоровье людей"". Напомним, что в 2003 году из-за аномально жаркого лета в Европе погибли десятки тысяч людей, из них 14 тысяч - только в одной Франции.",Наука и техника,Все,2008/02/13
https://lenta.ru/news/2012/12/29/tombraider/,Мультиплеер для Tomb Raider сделают разработчики Deus Ex,"Студия Crystal Dynamics подтвердила, что в новой Tomb Raider появится многопользовательский режим. Соответствующая информация появилась в официальном блоге проекта. Как уточнили разработчики проекта, создание мультиплеера идет не в самой студии Crystal Dynamics, а в Eidos Montreal. Эта компания известна как создатель экшна Deus Ex: Human Revolution. Подробной информацией о мультиплеере разработчики Tomb Raider не поделились. Они, однако, сообщили, что посвященная многопользовательскому режиму статья была опубликована в новом номере журнала Official Xbox Magazine. Представители Crystal Dynamics также рассказали, что они планируют представить новый режим на выставке CES, которая пройдет в январе. Слухи, что в Tomb Raider добавят мультиплеер, появились в Сети несколькими днями раньше. Тогда портал All Games Beta обнаружил, что многопользовательский режим упоминается на странице игры на сайте английского ритейлера GAME. В его описании говорилось, что геймеры смогут выживать вместе, играя либо за членов судовой команды Лары Крофт, либо за жителей острова Яматай, куда герои попадают после кораблекрушения. Позже упоминание мультиплеера со страницы игры было удалено. Новая часть сериала Tomb Raider должна поступить в продажу в марте. Игра будет посвящена юности Лары Крофт (в ней расхитительнице гробниц будет 21 год).",Наука и техника,Все,2012/12/29
https://lenta.ru/news/2009/08/10/dragonage/,Выход игры Dragon Age: Origins перенесли на две недели,"Представители студии BioWare подтвердили информацию о том, что выход игры Dragon Age: Origins перенесли на две недели, пишет IGN. Изначально разработчики планировали выпустить игру 20 октября. Теперь сообщается, что Dragon Age: Origins выйдет в Северной Америке 3 ноября текущего года. Европейский релиз состоится чуть позже - 6 ноября. По словам разработчиков, приобрести Dragon Age смогут только владельцы Xbox 360 и персональных компьютеров. Версия игры для PlayStation 3 поступит в продажу чуть позже. Точная дата релиза пока не сообщается. Разработчики лишь пообещали, что владельцы PS3 смогут приобрести игру в ноябре. Сотрудники BioWare не уточнили, что послужило причиной для переноса даты релиза Dragon Age: Origins. Официальный анонс этой игры состоялся еще в мае 2004 года на выставке E3. Разработчики пообещали, что новый проект будет идейным наследником серии Baldur's Gate. Dragon Age: Origins представляет собой ролевую игру с боями в реальном времени. Геймеры получат возможность собрать команду  героев и отправиться в путешествие по фэнтезийной вселенной, сражаясь с различными монстрами и выполняя разнообразные задания. Издателем проекта выступает компания Electronic Arts.",Наука и техника,Все,2009/08/10
https://lenta.ru/news/2014/09/15/fano/,ФАНО заявило о помощи научным институтам в деле возвращения имущества,"Федеральное агентство научных организаций (ФАНО России) подвело промежуточные итоги судебных дел, в которых данный орган принимает непосредственное участие. На сегодняшний день в производстве правового управления ФАНО находится более 270 дел, из которых 44 разбирательства (или 16 процентов) касаются споров о имущественных правах организаций, перешедших в ведомство агентства после реформы Российской академии наук (РАН), сообщается в пресс-релизе агентства, поступившем в редакцию «Ленты.ру». Больше всего споров — 102 — правовое управление ведет касательно прав на жилые помещения (приватизация, выселение, предоставление субсидии и тому подобное). Также в производстве находится 12 дел, касающихся земельных вопросов (исправление кадастровой ошибки, оспаривание результатов межевания и так далее); 12 — о несостоятельности подведомственных предприятий; 10 — трудовых споров; 31 — спор о взыскании денежных средств и ряд других дел. По словам начальника правового управления агентства Светланы Поляковой, оказание юридической поддержки подведомственным организациям является одним из ключевых направлений деятельности ФАНО. Ведомство приводит такие случаи успешного завершения дел. По кассационным жалобам ФАНО России и Всероссийского научно-исследовательского института птицеперерабатывающей промышленности были отменены судебные акты арбитражных судов, которыми признано отсутствующим право постоянного (бессрочного) пользования института на 3 земельных участка в Солнечногорском районе Московской области, общей площадью 75 гектаров. Также, по информации агентства, при его поддержке был удовлетворен иск Всероссийского научно-исследовательского института цветоводства и субтропических культур к администрации города Сочи о признании недействительным постановления о предоставлении земельного участка площадью 15 гектаров. «Нередко судиться за имущество организаций, подведомственных ФАНО России, приходится с зарубежными компаниями, рейдерами и иностранными гражданами», — сообщается в пресс-релизе. Так, например, по ходатайству Агентства оставлен без рассмотрения иск коммерческой организации (Сейшельские Острова) к Институту лесоведения об установлении сервитута на земли Серебряноборского лесничества. По апелляционным жалобам ФАНО России и Института Латинской Америки отменено решение арбитражного суда об отказе в иске института к коммерческой организации-рейдеру (Кипр) о признании права собственности на объект недвижимости отсутствующим.",Наука и техника,Наука,2014/09/15
https://lenta.ru/news/2009/09/04/gtarecord/,Игрок из Мумбаи устанавливает рекорд в GTA в прямом эфире,"Индийский геймер Чирантан Патнаик (Chirantan Patnaik) решил установить мировой рекорд по продолжительности игры в Grand Theft Auto IV, сообщает издание Tech2. 26-летний житель города Мумбаи рассчитывает попасть в Книгу рекордов Гиннесса, просидев за GTA IV 30 часов подряд. Наблюдать за процессом игры можно в прямом эфире на сайте NeuralChaos. Патнаик начал играть приблизительно в 10 утра по местному времени. На момент публикации новости он провел в виртуальном городе Liberty City больше пяти часов. Согласно правилам, каждый час он может устраивать десятиминутные перерывы, чтобы перекусить или сходить в туалет. Предыдущий рекорд по продолжительности игры в Grand Theft Auto IV установил американец Джим Паттон (Jim Patton). Он просидел за этим криминальным экшном свыше 28 часов. Чирантан Патнаик уверен, что ему удастся побить это достижение. По его словам, он привык проводить по 24 с лишним часа подряд с геймпадом в руках. При этом он отметил, что до этого ему не приходилось играть в GTA IV. Создатели GTA IV из Rockstar Games на своем официальном сайте пошутили, что 30 часов - это средняя продолжительность обычного рабочего дня тестера компании. Тем не менее, они пожелали индийскому геймеру удачи в установлении нового рекорда. Игра Grand Theft Auto IV вышла на консолях PlayStation 3 и Xbox 360 в апреле прошлого года. В декабре состоялся релиз PC-версии. Экшн про иммигранта Нико Беллика уже попал в Книгу рекордов Гиннесса. Игра установила рекорд по количеству реализованных копий (за первые 24 часа после начала продаж во всем мире было продано 3,6 миллиона копий GTA IV). Помимо этого проекту Rockstar за сутки удалось собрать самую большую выручку среди развлекательных продуктов.",Наука и техника,Все,2009/09/04
